url_path,views_total,views_unique
/immich-app/immich,13590,8138
/immich-app/immich/issues,1412,549
/immich-app/immich/releases,889,558
/immich-app/immich/blob/main/README_zh_CN.md,870,665
/immich-app/immich/pulls,779,196
/immich-app/immich/releases/tag/v1.49.0,440,357
/immich-app/immich/tree/main/docker,417,239
/immich-app/immich/blob/main/docker/docker-compose.yml,377,231
/immich-app/immich/search,322,83
/immich-app/immich/tree/main/server,311,198
