url_path,views_total,views_unique
/immich-app/immich,14344,8651
/immich-app/immich/issues,1476,587
/immich-app/immich/blob/main/README_zh_CN.md,1008,745
/immich-app/immich/releases,999,609
/immich-app/immich/pulls,815,207
/immich-app/immich/releases/tag/v1.49.0,449,364
/immich-app/immich/tree/main/docker,437,254
/immich-app/immich/blob/main/docker/docker-compose.yml,397,247
/immich-app/immich/search,344,94
/immich-app/immich/tree/main/server,341,214
