url_path,views_total,views_unique
/immich-app/immich,9659,5486
/immich-app/immich/issues,1147,386
/immich-app/immich/pulls,689,152
/immich-app/immich/releases,677,376
/immich-app/immich/releases/tag/v1.45.0,299,231
/immich-app/immich/discussions/1006,275,199
/immich-app/immich/tree/main/docker,251,173
/immich-app/immich/blob/main/README_zh_CN.md,239,161
/immich-app/immich/blob/main/docker/docker-compose.yml,222,144
/immich-app/immich/discussions,217,85
