url_path,views_total,views_unique
/immich-app/immich,14487,8685
/immich-app/immich/issues,1532,613
/immich-app/immich/releases,1064,632
/immich-app/immich/blob/main/README_zh_CN.md,1058,771
/immich-app/immich/pulls,823,216
/immich-app/immich/releases/tag/v1.49.0,449,364
/immich-app/immich/tree/main/docker,426,253
/immich-app/immich/blob/main/docker/docker-compose.yml,407,251
/immich-app/immich/tree/main/server,366,229
/immich-app/immich/releases/tag/v1.50.1,303,253
