url_path,views_total,views_unique
/immich-app/immich,14506,8702
/immich-app/immich/issues,1502,595
/immich-app/immich/blob/main/README_zh_CN.md,1043,763
/immich-app/immich/releases,1026,618
/immich-app/immich/pulls,826,217
/immich-app/immich/releases/tag/v1.49.0,449,364
/immich-app/immich/tree/main/docker,426,250
/immich-app/immich/blob/main/docker/docker-compose.yml,403,246
/immich-app/immich/tree/main/server,360,227
/immich-app/immich/search,336,97
