url_path,views_total,views_unique
/immich-app/immich,6524,3827
/immich-app/immich/issues,986,303
/immich-app/immich/pulls,616,134
/immich-app/immich/releases/tag/v1.41.0_64-dev,537,437
/immich-app/immich/releases,423,278
/immich-app/immich/discussions/1006,296,234
/immich-app/immich/releases/tag/v1.41.1_64-dev,232,188
/immich-app/immich/tree/main/docker,217,134
/immich-app/immich/releases/tag/v1.42.0_65-dev,213,161
/immich-app/immich/blob/main/docker/docker-compose.yml,185,126
